N;Station;Measure;R;LB;HB;Samples;Precision;Expected;Simulation;Seed
26;ActiveTime;cycleTime;6610.971323433732;6375.812829292648;6846.129817574817;40;0.0355709445157513;6630.26190696379;3;123456791
27;CPU;meanclients;1.4774717362484342;1.4507869008652257;1.5041565716316427;40;0.018061147789511;1.4748741659982971;4;123456792
28;CPU;meanwaits;6.661011265030268;6.57132385598865;6.750698674071886;40;0.0134645334579254;6.653029723209239;4;123456792
29;IO1;meanclients;1.36688892696844;1.3391233638156586;1.3946544901212212;40;0.0203129622348769;1.348646013508639;4;123456792
30;IO1;meanwaits;94.57389622604668;93.0863606736522;96.06143177844112;40;0.0157288174829871;93.59423771469142;4;123456792
31;IO2;meanclients;11.887108455818773;11.786262648795192;11.987954262842353;40;0.0084836280747666;11.874748740395736;4;123456792
32;IO2;meanwaits;2143.672487772849;2118.088195987353;2169.2567795583445;40;0.01193479504515;2142.6385557989493;4;123456792
33;SWAP_IN;meanclients;0.8603984824486669;0.8425130504068016;0.8782839144905322;40;0.0207873821336411;0.8680392814475604;4;123456792
34;SWAP_IN;meanwaits;388.0609533187944;381.7548630223889;394.3670436151998;40;0.0162502571889137;391.5650076137055;4;123456792
35;ActiveTime;cycleTime;6530.696482362179;6242.903518014533;6818.489446709826;40;0.044067729242188;6630.26190696379;4;123456792
36;CPU;meanclients;1.4737177317031396;1.4432786520578729;1.5041568113484065;40;0.0206546199387103;1.4748741659982971;5;123456793
37;CPU;meanwaits;6.639040877817987;6.546823140283654;6.73125861535232;40;0.0138902198723381;6.653029723209239;5;123456793
38;IO1;meanclients;1.3469310792664997;1.3139609003402644;1.3799012581927346;40;0.024477999976205;1.348646013508639;5;123456793
39;IO1;meanwaits;93.4153250156419;91.92632621652828;94.90432381475551;40;0.0159395559439984;93.59423771469142;5;123456793
40;IO2;meanclients;11.845566265935016;11.743774427646551;11.94735810422348;40;0.008593243750718;11.874748740395736;5;123456793
41;IO2;meanwaits;2141.9837551097635;2115.197485439928;2168.770024779599;40;0.0125053561241705;2142.6385557989493;5;123456793
42;SWAP_IN;meanclients;0.8794297527374866;0.8565545995518806;0.9023049059230924;40;0.0260113478244285;0.8680392814475604;5;123456793
43;SWAP_IN;meanwaits;396.14566735907846;386.7463156742048;405.5450190439521;40;0.0237270086721755;391.5650076137055;5;123456793
44;ActiveTime;cycleTime;6678.29252910101;6382.120220910782;6974.464837291237;40;0.0443485077809396;6630.26190696379;5;123456793
45;CPU;meanclients;1.4842033208015948;1.450816603650334;1.5175900379528555;40;0.0224947058690241;1.4748741659982971;6;123456794
46;CPU;meanwaits;6.6736099466471925;6.572320233335293;6.774899659959092;40;0.015177649596196;6.653029723209239;6;123456794
47;IO1;meanclients;1.3678365021769765;1.3330123111246022;1.4026606932293508;40;0.0254593228042605;1.348646013508639;6;123456794
48;IO1;meanwaits;94.80752757619184;93.17384499315382;96.44121015922988;40;0.0172315703700332;93.59423771469142;6;123456794
49;IO2;meanclients;11.815767933277172;11.676810100365454;11.95472576618889;40;0.0117603725544039;11.874748740395736;6;123456794
50;IO2;meanwaits;2129.149464178327;2096.1172305979017;2162.1816977587523;40;0.0155142859325627;2142.6385557989493;6;123456794
51;SWAP_IN;meanclients;0.8805982339432694;0.8573902368278926;0.9038062310586462;40;0.0263548076986854;0.8680392814475604;6;123456794
52;SWAP_IN;meanwaits;398.05033356194616;389.3557121831336;406.7449549407587;40;0.021843019954308;391.5650076137055;6;123456794
53;ActiveTime;cycleTime;6661.0144106066045;6409.231485226246;6912.797335986963;40;0.037799486663688;6630.26190696379;6;123456794
54;CPU;meanclients;1.4721033887308148;1.4417290859643477;1.502477691497282;53;0.0206332673363753;1.4748741659982971;7;123456795
55;CPU;meanwaits;6.638452976348783;6.545792101434881;6.731113851262685;53;0.013958203100034;6.653029723209239;7;123456795
56;IO1;meanclients;1.3496775177019849;1.321711743384659;1.377643292019311;53;0.0207203379700222;1.348646013508639;7;123456795
57;IO1;meanwaits;93.5701708634576;92.0997597668158;95.0405819600994;53;0.0157145282847404;93.59423771469142;7;123456795
58;IO2;meanclients;11.960186091313355;11.846562443515984;12.073809739110724;53;0.0095001571823279;11.874748740395736;7;123456795
59;IO2;meanwaits;2153.8463451913826;2128.049374059545;2179.64331632322;53;0.0119771641043156;2142.6385557989493;7;123456795
60;SWAP_IN;meanclients;0.8562201196073483;0.8384527145999516;0.873987524614745;53;0.0207509781661573;0.8680392814475604;7;123456795
61;SWAP_IN;meanwaits;388.9715898426035;382.8035398247575;395.1396398604496;53;0.0158573278329709;391.5650076137055;7;123456795
62;ActiveTime;cycleTime;6624.89691848017;6295.839384718257;6953.954452242083;53;0.0496698345364447;6630.26190696379;7;123456795
63;CPU;meanclients;1.4892565810426814;1.4662492829654643;1.5122638791198983;40;0.0154488476801684;1.4748741659982971;8;123456796
64;CPU;meanwaits;6.6909581097180135;6.623116937400876;6.758799282035152;40;0.0101392313633835;6.653029723209239;8;123456796
65;IO1;meanclients;1.383080105569544;1.354268804146672;1.4118914069924162;40;0.0208312601033384;1.348646013508639;8;123456796
66;IO1;meanwaits;95.45982780645512;93.91955390334527;97.00010170956494;40;0.0161353098837841;93.59423771469142;8;123456796
67;IO2;meanclients;11.746935677124307;11.646113846579416;11.8477575076692;40;0.0085828196660027;11.874748740395736;8;123456796
68;IO2;meanwaits;2114.0035517178458;2091.313559974682;2136.693543461009;40;0.0107331852516169;2142.6385557989493;8;123456796
69;SWAP_IN;meanclients;0.873863067893;0.8528960000689895;0.8948301357170104;40;0.0239935392561729;0.8680392814475604;8;123456796
70;SWAP_IN;meanwaits;394.2489573507985;387.4366639850032;401.06125071659375;40;0.0172791664728075;391.5650076137055;8;123456796
71;ActiveTime;cycleTime;6791.311813051477;6580.993857496435;7001.629768606518;40;0.0309686790040849;6630.26190696379;8;123456796
72;CPU;meanclients;1.491895677165327;1.474207799878016;1.509583554452638;40;0.0118559746221121;1.4748741659982971;9;123456797
73;CPU;meanwaits;6.706415787645795;6.645907674195018;6.766923901096571;40;0.0090224220159807;6.653029723209239;9;123456797
74;IO1;meanclients;1.3587057760620724;1.3419007100088172;1.3755108421153277;40;0.0123684364557286;1.348646013508639;9;123456797
75;IO1;meanwaits;94.24872142513694;93.32536118164326;95.1720816686306;40;0.0097970585651616;93.59423771469142;9;123456797
76;IO2;meanclients;11.828898250315598;11.744216547394425;11.913579953236772;40;0.0071588833659057;11.874748740395736;9;123456797
77;IO2;meanwaits;2127.269206709936;2109.7385413655534;2144.7998720543187;40;0.0082409246977704;2142.6385557989493;9;123456797
78;SWAP_IN;meanclients;0.867994144789335;0.8480615044055019;0.8879267851731681;40;0.0229640263168721;0.8680392814475604;9;123456797
79;SWAP_IN;meanwaits;391.92936142772567;385.59511585716194;398.2636069982894;40;0.0161617020666409;391.5650076137055;9;123456797
80;ActiveTime;cycleTime;6672.003585525999;6464.321088185492;6879.686082866505;40;0.0311274558951145;6630.26190696379;9;123456797
81;CPU;meanclients;1.476687417522335;1.4570002546798289;1.4963745803648412;40;0.0133319771055802;1.4748741659982971;10;123456798
82;CPU;meanwaits;6.652460875031788;6.591525053658836;6.7133966964047405;40;0.0091598917329463;6.653029723209239;10;123456798
83;IO1;meanclients;1.3643405983673005;1.3389948871095725;1.3896863096250285;40;0.0185772609039554;1.348646013508639;10;123456798
84;IO1;meanwaits;94.62453316199358;93.28734147192112;95.96172485206604;40;0.0141315538939911;93.59423771469142;10;123456798
85;IO2;meanclients;11.9082276851819;11.809409827522485;12.007045542841318;40;0.0082982842007952;11.874748740395736;10;123456798
86;IO2;meanwaits;2140.9293806727505;2118.405283785551;2163.45347755995;40;0.0105207098798007;2142.6385557989493;10;123456798
87;SWAP_IN;meanclients;0.8451348364926824;0.8239498413609492;0.8663198316244156;40;0.0250670002193391;0.8680392814475604;10;123456798
88;SWAP_IN;meanwaits;383.3471885986632;375.5177105397873;391.176666657539;40;0.0204239871629077;391.5650076137055;10;123456798
89;ActiveTime;cycleTime;6592.274436882992;6302.144757429142;6882.404116336841;40;0.0440105584546978;6630.26190696379;10;123456798
90;CPU;meanclients;1.4683716803741178;1.4437138423392033;1.4930295184090323;40;0.0167926406947811;1.4748741659982971;11;123456799
91;CPU;meanwaits;6.627626089389564;6.54739041342592;6.707861765353209;40;0.0121062466230701;6.653029723209239;11;123456799
92;IO1;meanclients;1.352178181149062;1.3272866068093607;1.3770697554887634;40;0.0184085016950568;1.348646013508639;11;123456799
93;IO1;meanwaits;93.84031666324032;92.52003214552316;95.1606011809575;40;0.0140694806311789;93.59423771469142;11;123456799
94;IO2;meanclients;11.877322140245068;11.767796825580184;11.986847454909952;40;0.0092213811641741;11.874748740395736;11;123456799
95;IO2;meanwaits;2147.691626405622;2124.2160998605186;2171.1671529507257;40;0.0109305853114453;2142.6385557989493;11;123456799
96;SWAP_IN;meanclients;0.8622062308433796;0.8417160132445737;0.8826964484421854;40;0.0237648683874194;0.8680392814475604;11;123456799
97;SWAP_IN;meanwaits;389.8663905689292;383.0739769527466;396.6588041851117;40;0.0174224138845886;391.5650076137055;11;123456799
98;ActiveTime;cycleTime;6505.701901881757;6268.436445878192;6742.967357885323;40;0.0364703854529419;6630.26190696379;11;123456799
99;CPU;meanclients;1.4925692101754335;1.4661495709691663;1.5189888493817008;40;0.0177007799880596;1.4748741659982971;12;123456800
100;CPU;meanwaits;6.713219393233452;6.628442152984426;6.7979966334824775;40;0.0126284030482418;6.653029723209239;12;123456800
101;IO1;meanclients;1.3525360741940082;1.3214678551894807;1.3836042931985355;40;0.0229703440797624;1.348646013508639;12;123456800
102;IO1;meanwaits;93.92512155571453;92.37084937677832;95.47939373465074;40;0.0165479922005131;93.59423771469142;12;123456800
103;IO2;meanclients;11.756832156177076;11.648060707246328;11.865603605107824;40;0.0092517650576136;11.874748740395736;12;123456800
104;IO2;meanwaits;2111.413880285605;2086.2605048876617;2136.5672556835493;40;0.0119130482340777;2142.6385557989493;12;123456800
105;SWAP_IN;meanclients;0.8856894437173942;0.867303662751353;0.9040752246834356;40;0.0207587220288783;0.8680392814475604;12;123456800
106;SWAP_IN;meanwaits;396.9520748090984;389.4544474133365;404.44970220486033;40;0.0188879914517833;391.5650076137055;12;123456800
107;ActiveTime;cycleTime;6356.981824447567;6046.60226843798;6667.361380457155;40;0.048824987168586;6630.26190696379;12;123456800
108;CPU;meanclients;1.4923582805724318;1.470510612113147;1.5142059490317166;40;0.014639693928528;1.4748741659982971;13;123456801
109;CPU;meanwaits;6.689356586859058;6.623303127365082;6.755410046353035;40;0.0098744114828226;6.653029723209239;13;123456801
110;IO1;meanclients;1.362670835240781;1.336299436285988;1.3890422341955742;40;0.0193527286801682;1.348646013508639;13;123456801
111;IO1;meanwaits;94.02924243608489;92.63376871829972;95.42471615387002;40;0.0148408482471153;93.59423771469142;13;123456801
112;IO2;meanclients;11.819432518281864;11.70908693930439;11.929778097259335;40;0.0093359455969476;11.874748740395736;13;123456801
113;IO2;meanwaits;2126.5910029593565;2100.605712753873;2152.57629316484;40;0.0122192232400694;2142.6385557989493;13;123456801
114;SWAP_IN;meanclients;0.8832759430726392;0.8621882020081763;0.9043636841371022;40;0.0238744655391669;0.8680392814475604;13;123456801
115;SWAP_IN;meanwaits;396.2443197245495;389.0605211833509;403.4281182657481;40;0.0181297199318653;391.5650076137055;13;123456801
116;ActiveTime;cycleTime;6642.217033550637;6463.108236536988;6821.325830564286;40;0.0269652129867103;6630.26190696379;13;123456801
117;CPU;meanclients;1.4532419665732454;1.4305010122752786;1.4759829208712123;40;0.0156484293882527;1.4748741659982971;14;123456802
118;CPU;meanwaits;6.587403266412374;6.5214930846216514;6.653313448203097;40;0.0100054876140319;6.653029723209239;14;123456802
119;IO1;meanclients;1.3109134620824148;1.2922777196079698;1.3295492045568598;40;0.014215844915378;1.348646013508639;14;123456802
120;IO1;meanwaits;91.66017655918304;90.63342457751811;92.68692854084794;40;0.0112017238042517;93.59423771469142;14;123456802
121;IO2;meanclients;11.9718119334426;11.863318284198686;12.080305582686512;40;0.009062425123873;11.874748740395736;14;123456802
122;IO2;meanwaits;2167.1530710750208;2144.8711732745046;2189.434968875537;40;0.0102816446599516;2142.6385557989493;14;123456802
123;SWAP_IN;meanclients;0.8536910025575462;0.8342871339833869;0.8730948711317054;40;0.0227293816100061;0.8680392814475604;14;123456802
124;SWAP_IN;meanwaits;387.1447196563383;380.1333499405267;394.1560893721498;40;0.0181104619534405;391.5650076137055;14;123456802
125;ActiveTime;cycleTime;6520.867170662391;6262.761309082848;6778.973032241934;40;0.0395815241783746;6630.26190696379;14;123456802
126;CPU;meanclients;1.4811343368232417;1.4586155948041677;1.503653078842316;40;0.0152037134372111;1.4748741659982971;15;123456803
127;CPU;meanwaits;6.667163924765211;6.595089228119891;6.73923862141053;40;0.0108103981630927;6.653029723209239;15;123456803
128;IO1;meanclients;1.3528154005008262;1.3255337388888233;1.380097062112829;40;0.0201665811920109;1.348646013508639;15;123456803
129;IO1;meanwaits;93.70702385154628;92.19230983836565;95.2217378647269;40;0.0161643594142985;93.59423771469142;15;123456803
130;IO2;meanclients;11.851715727904702;11.759929131383814;11.943502324425593;40;0.0077445830315333;11.874748740395736;15;123456803
131;IO2;meanwaits;2130.367871696724;2108.3219538718718;2152.4137895215754;40;0.0103484088911336;2142.6385557989493;15;123456803
132;SWAP_IN;meanclients;0.8648147805123685;0.8458464403854935;0.8837831206392435;40;0.0219334134363857;0.8680392814475604;15;123456803
133;SWAP_IN;meanwaits;390.81650849979735;383.20587330520766;398.42714369438704;40;0.0194736788980695;391.5650076137055;15;123456803
134;ActiveTime;cycleTime;6578.275583969265;6303.952171109168;6852.598996829363;40;0.0417014169379894;6630.26190696379;15;123456803
135;CPU;meanclients;1.484340338650311;1.4638152775785849;1.5048653997220365;40;0.0138277324527803;1.4748741659982971;16;123456804
136;CPU;meanwaits;6.692985614646743;6.629440401317844;6.7565308279756415;40;0.0094943000011591;6.653029723209239;16;123456804
137;IO1;meanclients;1.360451695656664;1.3351785923365642;1.385724798976764;40;0.0185769942444748;1.348646013508639;16;123456804
138;IO1;meanwaits;94.1354649153896;92.80330620767354;95.46762362310564;40;0.0141515071807783;93.59423771469142;16;123456804
139;IO2;meanclients;11.865815479603375;11.761473420021076;11.970157539185674;40;0.0087935009407197;11.874748740395736;16;123456804
140;IO2;meanwaits;2136.8518775301814;2112.543067423211;2161.160687637152;40;0.0113759921137196;2142.6385557989493;16;123456804
141;SWAP_IN;meanclients;0.8705490173610757;0.8526262582364406;0.8884717764857109;40;0.0205878804837032;0.8680392814475604;16;123456804
142;SWAP_IN;meanwaits;392.7130590345535;386.0485489934516;399.3775690756554;40;0.0169704314327766;391.5650076137055;16;123456804
143;ActiveTime;cycleTime;6624.299364706039;6309.166137627601;6939.432591784478;40;0.0475723106291745;6630.26190696379;16;123456804
144;CPU;meanclients;1.464138827013452;1.4468238538065654;1.4814538002203388;40;0.0118260460602672;1.4748741659982971;17;123456805
145;CPU;meanwaits;6.627233949769484;6.571223720919039;6.683244178619929;40;0.0084515243124008;6.653029723209239;17;123456805
146;IO1;meanclients;1.3450682502760076;1.3201944857001873;1.369942014851828;40;0.0184925668795738;1.348646013508639;17;123456805
147;IO1;meanwaits;93.63266928421837;92.33105790100882;94.93428066742791;40;0.0139012525559701;93.59423771469142;17;123456805
148;IO2;meanclients;11.884830696171845;11.804326318460411;11.965335073883274;40;0.0067737084161714;11.874748740395736;17;123456805
149;IO2;meanwaits;2148.6635382471222;2130.4423371686635;2166.884739325581;40;0.0084802486541581;2142.6385557989493;17;123456805
150;SWAP_IN;meanclients;0.8581899048388559;0.8394131480147505;0.8769666616629613;40;0.0218794892811412;0.8680392814475604;17;123456805
151;SWAP_IN;meanwaits;387.8324587210821;380.62146686835086;395.0434505738132;40;0.018593059169184;391.5650076137055;17;123456805
152;ActiveTime;cycleTime;6648.1237175745855;6333.433113363292;6962.814321785879;40;0.0473352509038596;6630.26190696379;17;123456805
153;CPU;meanclients;1.4974030581241264;1.4706533147284886;1.5241528015197645;40;0.0178640902664834;1.4748741659982971;18;123456806
154;CPU;meanwaits;6.718580648794664;6.639968308679577;6.797192988909752;40;0.0117007362454138;6.653029723209239;18;123456806
155;IO1;meanclients;1.3579387179598277;1.3336173597219123;1.382260076197743;40;0.0179104976655027;1.348646013508639;18;123456806
156;IO1;meanwaits;93.96910933906088;92.796232752277;95.14198592584476;40;0.0124815122228292;93.59423771469142;18;123456806
157;IO2;meanclients;11.802058381608823;11.665471408389156;11.93864535482849;40;0.011573148412188;11.874748740395736;18;123456806
158;IO2;meanwaits;2131.6150738531005;2099.4025967294706;2163.8275509767304;40;0.0151117701871954;2142.6385557989493;18;123456806
159;SWAP_IN;meanclients;0.8910980365755057;0.8625105363537376;0.9196855367972736;40;0.0320812066107002;0.8680392814475604;18;123456806
160;SWAP_IN;meanwaits;397.23593801061867;387.0514120635655;407.4204639576718;40;0.0256384807428498;391.5650076137055;18;123456806
161;ActiveTime;cycleTime;6324.564757705694;6118.542802881963;6530.586712529425;40;0.0325748826546078;6630.26190696379;18;123456806
162;CPU;meanclients;1.4813827610966606;1.4598637510433954;1.5029017711499255;40;0.0145262997642383;1.4748741659982971;19;123456807
163;CPU;meanwaits;6.683844727792501;6.615559373013126;6.752130082571875;40;0.0102164783235362;6.653029723209239;19;123456807
164;IO1;meanclients;1.3600933277934957;1.335616742830836;1.3845699127561548;40;0.0179962539794002;1.348646013508639;19;123456807
165;IO1;meanwaits;94.3334257453078;93.10120282704112;95.56564866357444;40;0.0130624209661754;93.59423771469142;19;123456807
166;IO2;meanclients;11.83107340761632;11.73390443337184;11.928242381860803;40;0.008213031133923;11.874748740395736;19;123456807
167;IO2;meanwaits;2137.5455731675443;2114.419320291357;2160.6718260437315;40;0.0108190689202089;2142.6385557989493;19;123456807
168;SWAP_IN;meanclients;0.8674494462594166;0.8505824743473633;0.8843164181714698;40;0.0194443284098991;0.8680392814475604;19;123456807
169;SWAP_IN;meanwaits;391.4346732623388;385.677837413994;397.1915091106837;40;0.0147070156058624;391.5650076137055;19;123456807
170;ActiveTime;cycleTime;6757.205945673289;6473.71289817081;7040.698993175767;40;0.0419541819180459;6630.26190696379;19;123456807
171;CPU;meanclients;1.4602558257714606;1.440284070798607;1.4802275807443142;40;0.0136768877208912;1.4748741659982971;20;123456808
172;CPU;meanwaits;6.606637067377365;6.546076741579229;6.667197393175501;40;0.0091665888682116;6.653029723209239;20;123456808
173;IO1;meanclients;1.341464594703304;1.321943503580555;1.3609856858260532;40;0.0145520733084027;1.348646013508639;20;123456808
174;IO1;meanwaits;93.40808187598184;92.39454300831528;94.4216207436484;40;0.0108506549680811;93.59423771469142;20;123456808
175;IO2;meanclients;11.993540636436036;11.896735689639794;12.090345583232278;40;0.0080714235879729;11.874748740395736;20;123456808
176;IO2;meanwaits;2171.319748200358;2149.1181637678555;2193.5213326328603;40;0.0102249263153912;2142.6385557989493;20;123456808
177;SWAP_IN;meanclients;0.8519290728893549;0.8340555581910966;0.8698025875876133;40;0.0209800501791065;0.8680392814475604;20;123456808
178;SWAP_IN;meanwaits;387.076628584582;381.0606976246447;393.0925595445193;40;0.015541963827513;391.5650076137055;20;123456808
179;ActiveTime;cycleTime;6731.0488910431895;6450.223507197197;7011.874274889182;40;0.0417208949736909;6630.26190696379;20;123456808
